station_name,snapshot_time,bikes_available,docks_available,capacity
W 33 St & 7 Ave,2026-08-21T05:59:00,26,24,50
6 Ave & W 33 St,2026-08-21T05:59:00,13,22,
E 43 St & Vanderbilt Ave,2026-08-21T05:59:00,15,25,40
W 45 St & 6 Ave,2026-08-21T05:59:00,14,21,35
W 21 St & 6 Ave,2026-08-21T05:59:00,25,20,45
8 Ave & W 31 St,2026-08-21T05:59:00,25,25,50
W 20 St & 11 Ave,2026-08-21T05:59:00,14,16,30
W 26 St & 8 Ave,2026-08-21T05:59:00,14,21,35
W 17 St & 8 Ave,2026-08-21T05:59:00,16,24,40
9 ave & w 22 st,2026-08-21T05:59:00,15,15,30
Broadway & E 14 St,2026-08-21T05:59:00,24,26,50
Lafayette St & E 8 St,2026-08-21T05:59:00,25,20,45
E 17 St & Broadway,2026-08-21T05:59:00,19,21,40
University Pl & E 14 St,2026-08-21T05:59:00,18,17,35
Carmine St & 6 Ave,2026-08-21T05:59:00,11,19,30
Christopher St & Greenwich St,2026-08-21T05:59:00,20,10,30
E 7 St & Avenue A,2026-08-21T05:59:00,22,13,35
West St & Chambers St,2026-08-21T05:59:00,25,20,45
South End Ave & Liberty St,2026-08-21T05:59:00,13,22,35
Vesey Pl & River Terrace,2026-08-21T05:59:00,22,18,40
Cleveland Pl & Spring St,2026-08-21T05:59:00,15,20,35
Broadway & Battery Pl,2026-08-21T05:59:00,19,21,40
1 Ave & E 68 St,2026-08-21T05:59:00,21,19,40
E 72 St & York Ave,2026-08-21T05:59:00,18,17,35
Lexington Ave & E 63 St,2026-08-21T05:59:00,14,21,35
E 75 St & 3 Ave,2026-08-21T05:59:00,14,16,30
W 41 St & 8 Ave ,2026-08-21T06:59:00,41,14,55
Pershing Square North,2026-08-21T06:59:00,39,21,60
E 47 St & Park Ave,2026-08-21T06:59:00,24,16,40
Broadway & W 41 St,2026-08-21T06:59:00,24,21,45
W 33 St & 7 Ave,2026-08-21T06:59:00,31,19,
6 Ave & W 33 St,2026-08-21T06:59:00,18,17,35
E 43 St & Vanderbilt Ave,2026-08-21T06:59:00,20,20,40
W 45 St & 6 Ave,2026-08-21T06:59:00,18,17,35
W 21 St & 6 Ave,2026-08-21T06:59:00,24,21,45
8 Ave & W 31 St,2026-08-21T06:59:00,25,25,50
W 20 St & 11 Ave,2026-08-21T06:59:00,14,16,30
W 26 St & 8 Ave,2026-08-21T06:59:00,12,23,35
W 17 St & 8 Ave,2026-08-21T06:59:00,15,25,
9 Ave & W 22 St,2026-08-21T06:59:00,16,14,30
Broadway & E 14 St,2026-08-21T06:59:00,14,36,50
Lafayette St & E 8 St,2026-08-21T06:59:00,18,27,45
E 17 St & Broadway,2026-08-21T06:59:00,13,27,40
University Pl & E 14 St,2026-08-21T06:59:00,10,25,35
Carmine St & 6 Ave,2026-08-21T06:59:00,7,23,30
Christopher St & Greenwich St,2026-08-21T06:59:00,15,15,30
E 7 St & Avenue A,2026-08-21T06:59:00,16,19,35
West St & Chambers St,2026-08-21T06:59:00,30,15,45
South End Ave & Liberty St,2026-08-21T06:59:00,15,20,35
Vesey Pl & River Terrace,2026-08-21T06:59:00,25,15,40
Cleveland Pl & Spring St,2026-08-21T06:59:00,22,13,35
Broadway  & Battery Pl,2026-08-21T06:59:00,21,19,40
1 ave & e 68 st,2026-08-21T06:59:00,17,23,40
E 72 St & York Ave,2026-08-21T06:59:00,14,21,35
Lexington Ave & E 63 St ,2026-08-21T06:59:00,9,26,35
E 75 St & 3 Ave,2026-08-21T06:59:00,10,20,30
W 41 St & 8 Ave,2026-08-21T07:59:00,55,0,55
Pershing Square North,2026-08-21T07:59:00,60,0,60
E 47 St & Park Ave,2026-08-21T07:59:00,40,0,
Broadway & W 41 St,2026-08-21T07:59:00,41,4,45
W 33 St & 7 Ave,2026-08-21T07:59:00,46,4,50
6 Ave & W 33 St,2026-08-21T07:59:00,33,2,35
E 43 St & Vanderbilt Ave,2026-08-21T07:59:00,35,5,40
W 45 St & 6 Ave,2026-08-21T07:59:00,31,4,
W 21 St & 6 Ave,2026-08-21T07:59:00,22,23,45
8 Ave & W 31 St,2026-08-21T07:59:00,26,24,50
w 20 st & 11 ave,2026-08-21T07:59:00,12,18,30
W 26 St & 8 Ave,2026-08-21T07:59:00,9,26,35
W 17 St & 8 Ave,2026-08-21T07:59:00,15,25,40
9 Ave and W 22 St,2026-08-21T07:59:00,16,14,30
Broadway & E 14 St,2026-08-21T07:59:00,0,50,50
Lafayette St & E 8 St,2026-08-21T07:59:00,0,45,45
E 17 St & Broadway,2026-08-21T07:59:00,0,40,40
University Pl & E 14 St,2026-08-21T07:59:00,0,35,35
Carmine St & 6 Ave,2026-08-21T07:59:00,0,30,30
Christopher St & Greenwich St,2026-08-21T07:59:00,0,30,30
E 7 St & Avenue A,2026-08-21T07:59:00,0,35,35
West St & Chambers St,2026-08-21T07:59:00,43,2,45
South End Ave & Liberty St,2026-08-21T07:59:00,19,16,35
Vesey Pl & River Terrace,2026-08-21T07:59:00,35,5,40
cleveland pl & spring st,2026-08-21T07:59:00,35,0,35
Broadway & Battery Pl,2026-08-21T07:59:00,25,15,40
1 Ave & E 68 St,2026-08-21T07:59:00,4,36,40
E 72 St & York Ave,2026-08-21T07:59:00,2,33,35
Lexington Ave & E 63 St,2026-08-21T07:59:00,0,35,35
E 75 St & 3 Ave,2026-08-21T07:59:00,1,29,30
W 41 St & 8 Ave,2026-08-21T08:59:00,55,0,55
Pershing Square North,2026-08-21T08:59:00,60,0,60
E 47 St & Park Ave,2026-08-21T08:59:00,40,0,40
Broadway & W 41 St,2026-08-21T08:59:00,45,0,45
W 33 St & 7 Ave,2026-08-21T08:59:00,50,0,50
6 Ave & W 33 St,2026-08-21T08:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-21T08:59:00,40,0,40
W 45 St & 6 Ave,2026-08-21T08:59:00,35,0,35
W 21 St & 6 Ave,2026-08-21T08:59:00,18,27,45
8 Ave & W 31 St,2026-08-21T08:59:00,26,24,50
W 20 St & 11 Ave,2026-08-21T08:59:00,10,20,30
W 26 St & 8 Ave,2026-08-21T08:59:00,4,31,35
W 17 St & 8 Ave,2026-08-21T08:59:00,14,26,40
9 Ave & W 22 St,2026-08-21T08:59:00,18,12,30
Broadway & E 14 St,2026-08-21T08:59:00,0,50,50
Lafayette St & E 8 St,2026-08-21T08:59:00,0,45,45
E 17 St & Broadway,2026-08-21T08:59:00,0,40,40
University Pl & E 14 St,2026-08-21T08:59:00,0,35,
Carmine St & 6 Ave,2026-08-21T08:59:00,0,30,30
Christopher St & Greenwich St,2026-08-21T08:59:00,0,30,30
E  7 St & Avenue A,2026-08-21T08:59:00,0,35,35
West St & Chambers St,2026-08-21T08:59:00,45,0,
South End Ave & Liberty St,2026-08-21T08:59:00,24,11,35
Vesey Pl & River Terrace,2026-08-21T08:59:00,40,0,40
Cleveland Pl & Spring St,2026-08-21T08:59:00,35,0,35
broadway & battery pl,2026-08-21T08:59:00,32,8,40
1 Ave & E 68 St,2026-08-21T08:59:00,0,40,40
E 72 St & York Ave,2026-08-21T08:59:00,0,35,35
Lexington  Ave & E 63 St,2026-08-21T08:59:00,0,35,35
E 75 St & 3 Ave,2026-08-21T08:59:00,0,30,30
W 41 St & 8 Ave,2026-08-21T09:59:00,55,0,55
pershing square north,2026-08-21T09:59:00,60,0,60
E 47 St & Park Ave,2026-08-21T09:59:00,40,0,40
Broadway & W 41 St,2026-08-21T09:59:00,45,0,
W 33 St & 7 Ave,2026-08-21T09:59:00,50,0,50
6 Ave & W 33 St,2026-08-21T09:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-21T09:59:00,40,0,40
W 45 St and 6 Ave,2026-08-21T09:59:00,35,0,35
W 21 St & 6 Ave,2026-08-21T09:59:00,17,28,45
8 Ave & W 31 St,2026-08-21T09:59:00,26,24,50
W 20 St & 11 Ave,2026-08-21T09:59:00,9,21,30
W 26 St & 8 Ave,2026-08-21T09:59:00,0,35,35
W 17 St & 8 Ave,2026-08-21T09:59:00,14,26,40
9 Ave & W 22 St,2026-08-21T09:59:00,19,11,30
Broadway & E 14 St,2026-08-21T09:59:00,0,50,50
Lafayette St & E 8 St,2026-08-21T09:59:00,0,45,45
E 17 St & Broadway,2026-08-21T09:59:00,0,40,40
University Pl & E 14 St,2026-08-21T09:59:00,0,35,
carmine st & 6 ave,2026-08-21T09:59:00,0,30,30
Christopher St & Greenwich St,2026-08-21T09:59:00,0,30,30
E 7 St & Avenue A,2026-08-21T09:59:00,0,35,35
west st & chambers st,2026-08-21T09:59:00,45,0,45
South End Ave & Liberty St,2026-08-21T09:59:00,27,8,35
Vesey Pl & River Terrace,2026-08-21T09:59:00,40,0,40
Cleveland Pl & Spring St,2026-08-21T09:59:00,35,0,35
Broadway & Battery Pl,2026-08-21T09:59:00,35,5,40
1 Ave & E 68 St,2026-08-21T09:59:00,0,40,40
E 72 St & York Ave,2026-08-21T09:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-21T09:59:00,0,35,35
E 75 St & 3 Ave,2026-08-21T09:59:00,0,30,30
W 41 St and 8 Ave,2026-08-21T10:59:00,54,1,55
Pershing Square North,2026-08-21T10:59:00,60,0,60
E 47 St & Park Ave,2026-08-21T10:59:00,39,1,40
Broadway & W 41 St,2026-08-21T10:59:00,45,0,45
W 33 St & 7 Ave,2026-08-21T10:59:00,50,0,
6 Ave & W 33 St,2026-08-21T10:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-21T10:59:00,39,1,40
W 45 St & 6 Ave,2026-08-21T10:59:00,35,0,35
W 21 St & 6 Ave,2026-08-21T10:59:00,16,29,
8 Ave & W 31 St,2026-08-21T10:59:00,25,25,50
W 20 St & 11 Ave,2026-08-21T10:59:00,9,21,30
W 26 St & 8 Ave,2026-08-21T10:59:00,0,35,35
W 17 St & 8 Ave,2026-08-21T10:59:00,14,26,40
9 Ave & W 22 St,2026-08-21T10:59:00,19,11,30
Broadway & E 14 St,2026-08-21T10:59:00,0,50,50
Lafayette St & E 8 St,2026-08-21T10:59:00,0,45,45
E 17 St & Broadway,2026-08-21T10:59:00,0,40,40
University Pl & E 14 St,2026-08-21T10:59:00,1,34,35
Carmine St & 6 Ave,2026-08-21T10:59:00,1,29,30
Christopher St & Greenwich St,2026-08-21T10:59:00,0,30,30
E 7 St & Avenue A,2026-08-21T10:59:00,0,35,
West St & Chambers St,2026-08-21T10:59:00,44,1,45
South End Ave & Liberty St,2026-08-21T10:59:00,26,9,35
Vesey Pl & River Terrace,2026-08-21T10:59:00,40,0,
Cleveland Pl & Spring St,2026-08-21T10:59:00,34,1,35
Broadway & Battery Pl,2026-08-21T10:59:00,35,5,40
1 Ave & E 68 St,2026-08-21T10:59:00,0,40,40
E 72 St & York Ave,2026-08-21T10:59:00,0,35,
Lexington Ave & E 63 St,2026-08-21T10:59:00,0,35,35
E 75 St & 3 Ave,2026-08-21T10:59:00,0,30,30
w 41 st & 8 ave,2026-08-21T11:59:00,55,0,55
Pershing Square North,2026-08-21T11:59:00,60,0,60
e 47 st & park ave,2026-08-21T11:59:00,38,2,40
Broadway & W 41 St,2026-08-21T11:59:00,44,1,45
W 33 St & 7 Ave,2026-08-21T11:59:00,50,0,50
6 Ave & W 33 St,2026-08-21T11:59:00,34,1,35
E 43 St & Vanderbilt Ave,2026-08-21T11:59:00,39,1,40
W 45 St & 6 Ave,2026-08-21T11:59:00,35,0,35
W  21 St & 6 Ave,2026-08-21T11:59:00,17,28,45
8 Ave & W 31 St,2026-08-21T11:59:00,24,26,50
W 20 St & 11 Ave,2026-08-21T11:59:00,9,21,30
W 26 St and 8 Ave,2026-08-21T11:59:00,0,35,35
W 17 St & 8 Ave,2026-08-21T11:59:00,13,27,40
9 Ave & W 22 St,2026-08-21T11:59:00,21,9,
Broadway & E 14 St,2026-08-21T11:59:00,0,50,50
Lafayette St & E 8 St,2026-08-21T11:59:00,1,44,45
E 17 St and Broadway,2026-08-21T11:59:00,0,40,40
University Pl & E 14 St,2026-08-21T11:59:00,2,33,35
Carmine St & 6 Ave,2026-08-21T11:59:00,1,29,30
Christopher St & Greenwich St,2026-08-21T11:59:00,1,29,30
E 7 St & Avenue A,2026-08-21T11:59:00,1,34,35
West St & Chambers St,2026-08-21T11:59:00,45,0,
South End Ave & Liberty St,2026-08-21T11:59:00,26,9,35
Vesey Pl & River Terrace,2026-08-21T11:59:00,40,0,40
Cleveland Pl & Spring St ,2026-08-21T11:59:00,35,0,35
Broadway & Battery Pl,2026-08-21T11:59:00,36,4,40
1 Ave & E 68 St,2026-08-21T11:59:00,0,40,40
E 72 St & York Ave,2026-08-21T11:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-21T11:59:00,0,35,35
e 75 st & 3 ave,2026-08-21T11:59:00,1,29,30
W 41 St & 8 Ave,2026-08-21T12:59:00,55,0,
Pershing Square North,2026-08-21T12:59:00,60,0,
E 47 St & Park Ave,2026-08-21T12:59:00,38,2,40
Broadway & W 41 St,2026-08-21T12:59:00,44,1,45
W 33 St & 7 Ave,2026-08-21T12:59:00,50,0,50
6  Ave & W 33 St,2026-08-21T12:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-21T12:59:00,37,3,40
W  45 St & 6 Ave,2026-08-21T12:59:00,35,0,35
W 21 St & 6 Ave,2026-08-21T12:59:00,16,29,45
8 ave & w 31 st,2026-08-21T12:59:00,25,25,50
W 20 St & 11 Ave,2026-08-21T12:59:00,10,20,30
W 26 St & 8 Ave,2026-08-21T12:59:00,0,35,35
W 17 St & 8 Ave,2026-08-21T12:59:00,13,27,40
9 Ave & W 22 St,2026-08-21T12:59:00,21,9,30
Broadway & E 14 St,2026-08-21T12:59:00,1,49,50
Lafayette St & E 8 St,2026-08-21T12:59:00,2,43,
E 17 St & Broadway,2026-08-21T12:59:00,0,40,
University Pl & E 14 St,2026-08-21T12:59:00,1,34,35
Carmine St & 6 Ave,2026-08-21T12:59:00,1,29,
Christopher St & Greenwich St,2026-08-21T12:59:00,1,29,
E 7 St & Avenue A,2026-08-21T12:59:00,0,35,35
West St & Chambers St,2026-08-21T12:59:00,44,1,
South End Ave & Liberty St,2026-08-21T12:59:00,26,9,35
Vesey Pl & River Terrace,2026-08-21T12:59:00,40,0,
Cleveland  Pl & Spring St,2026-08-21T12:59:00,35,0,35
Broadway & Battery Pl,2026-08-21T12:59:00,36,4,40
1 Ave & E 68 St,2026-08-21T12:59:00,0,40,40
E 72 St & York Ave,2026-08-21T12:59:00,0,35,
Lexington Ave & E 63 St,2026-08-21T12:59:00,1,34,35
E 75 St & 3 Ave,2026-08-21T12:59:00,0,30,30
W 41 St & 8 Ave,2026-08-21T13:59:00,54,1,55
Pershing Square North,2026-08-21T13:59:00,60,0,60
E 47 St & Park Ave,2026-08-21T13:59:00,39,1,40
Broadway & W 41 St ,2026-08-21T13:59:00,43,2,45
W 33 St & 7 Ave,2026-08-21T13:59:00,50,0,50
6 Ave & W 33 St,2026-08-21T13:59:00,35,0,35
E 43 St and Vanderbilt Ave,2026-08-21T13:59:00,37,3,40
W 45 St & 6 Ave,2026-08-21T13:59:00,35,0,35
W 21 St & 6 Ave,2026-08-21T13:59:00,15,30,45
8 Ave & W 31 St,2026-08-21T13:59:00,25,25,50
w 20 st & 11 ave,2026-08-21T13:59:00,10,20,
W 26 St & 8 Ave,2026-08-21T13:59:00,0,35,35
W 17 St & 8 Ave,2026-08-21T13:59:00,12,28,40
9 Ave & W 22 St,2026-08-21T13:59:00,22,8,30
Broadway & E 14 St,2026-08-21T13:59:00,0,50,50
Lafayette St & E 8 St,2026-08-21T13:59:00,3,42,45
e 17 st & broadway,2026-08-21T13:59:00,0,40,40
University Pl & E 14 St,2026-08-21T13:59:00,1,34,35
Carmine St & 6 Ave,2026-08-21T13:59:00,1,29,30
Christopher St & Greenwich St,2026-08-21T13:59:00,1,29,30
E 7 St & Avenue A,2026-08-21T13:59:00,0,35,35
West St & Chambers St,2026-08-21T13:59:00,43,2,45
South End Ave & Liberty St,2026-08-21T13:59:00,27,8,35
Vesey Pl & River Terrace,2026-08-21T13:59:00,39,1,40
Cleveland Pl & Spring St,2026-08-21T13:59:00,34,1,35
Broadway  & Battery Pl,2026-08-21T13:59:00,36,4,40
1 Ave & E 68 St,2026-08-21T13:59:00,0,40,40
E 72 St & York Ave,2026-08-21T13:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-21T13:59:00,1,34,35
E 75 St & 3 Ave ,2026-08-21T13:59:00,0,30,30
W  41 St & 8 Ave,2026-08-21T14:59:00,53,2,55
Pershing Square North ,2026-08-21T14:59:00,60,0,60
E 47 St & Park Ave,2026-08-21T14:59:00,39,1,40
Broadway & W 41 St,2026-08-21T14:59:00,43,2,45
W 33 St & 7 Ave,2026-08-21T14:59:00,49,1,50
6 Ave & W 33 St,2026-08-21T14:59:00,35,0,35
E  43 St & Vanderbilt Ave,2026-08-21T14:59:00,36,4,40
W 45 St & 6 Ave,2026-08-21T14:59:00,35,0,35
W 21 St & 6 Ave,2026-08-21T14:59:00,15,30,45
8 ave & w 31 st,2026-08-21T14:59:00,25,25,50
W 20 St & 11 Ave,2026-08-21T14:59:00,10,20,30
W 26 St & 8 Ave,2026-08-21T14:59:00,0,35,
W 17 St & 8 Ave,2026-08-21T14:59:00,11,29,
9 Ave & W 22 St,2026-08-21T14:59:00,24,6,30
Broadway & E 14 St,2026-08-21T14:59:00,1,49,50
lafayette st & e 8 st,2026-08-21T14:59:00,2,43,45
E 17 St & Broadway,2026-08-21T14:59:00,0,40,40
University Pl & E 14 St,2026-08-21T14:59:00,1,34,35
Carmine St & 6 Ave,2026-08-21T14:59:00,0,30,30
Christopher St & Greenwich St,2026-08-21T14:59:00,2,28,30
E 7 St & Avenue A,2026-08-21T14:59:00,0,35,
West St & Chambers St,2026-08-21T14:59:00,43,2,45
South End Ave & Liberty St,2026-08-21T14:59:00,27,8,35
Vesey Pl & River Terrace,2026-08-21T14:59:00,40,0,40
Cleveland Pl & Spring St,2026-08-21T14:59:00,34,1,35
Broadway & Battery Pl,2026-08-21T14:59:00,36,4,40
1 Ave & E 68 St,2026-08-21T14:59:00,0,40,40
E 72 St & York Ave,2026-08-21T14:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-21T14:59:00,1,34,35
E 75 St & 3 Ave,2026-08-21T14:59:00,0,30,30
W 41 St & 8 Ave,2026-08-21T15:59:00,52,3,55
pershing square north,2026-08-21T15:59:00,59,1,60
E 47 St & Park Ave,2026-08-21T15:59:00,39,1,40
Broadway & W 41 St,2026-08-21T15:59:00,43,2,45
W 33 St & 7 Ave,2026-08-21T15:59:00,49,1,50
6 Ave & W 33 St,2026-08-21T15:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-21T15:59:00,36,4,40
W 45 St & 6 Ave,2026-08-21T15:59:00,34,1,35
w 21 st & 6 ave,2026-08-21T15:59:00,15,30,45
8 Ave & W 31 St,2026-08-21T15:59:00,25,25,
W 20 St & 11 Ave,2026-08-21T15:59:00,11,19,30
W 26 St & 8 Ave,2026-08-21T15:59:00,3,32,
W 17 St & 8 Ave,2026-08-21T15:59:00,11,29,40
9 Ave & W 22 St,2026-08-21T15:59:00,25,5,
Broadway & E 14 St,2026-08-21T15:59:00,1,49,50
Lafayette St & E 8 St,2026-08-21T15:59:00,3,42,45
E 17 St & Broadway,2026-08-21T15:59:00,1,39,40
University Pl & E 14 St,2026-08-21T15:59:00,1,34,35
Carmine St & 6 Ave,2026-08-21T15:59:00,0,30,30
Christopher St & Greenwich St,2026-08-21T15:59:00,1,29,30
E 7 St & Avenue A,2026-08-21T15:59:00,0,35,35
West St & Chambers St,2026-08-21T15:59:00,42,3,45
South End Ave & Liberty St,2026-08-21T15:59:00,27,8,35
Vesey Pl & River Terrace ,2026-08-21T15:59:00,39,1,40
Cleveland Pl & Spring St,2026-08-21T15:59:00,34,1,35
Broadway & Battery Pl,2026-08-21T15:59:00,37,3,40
1 Ave & E 68 St ,2026-08-21T15:59:00,0,40,40
E 72 St & York Ave,2026-08-21T15:59:00,0,35,
Lexington Ave & E 63 St,2026-08-21T15:59:00,0,35,35
E 75 St & 3 Ave,2026-08-21T15:59:00,1,29,30
W 41 St & 8 Ave,2026-08-21T16:59:00,42,13,55
Pershing Square North,2026-08-21T16:59:00,51,9,60
E 47 St & Park Ave,2026-08-21T16:59:00,33,7,
Broadway and W 41 St,2026-08-21T16:59:00,36,9,45
W 33 St & 7 Ave,2026-08-21T16:59:00,42,8,50
6 Ave & W 33 St,2026-08-21T16:59:00,28,7,35
E 43 St & Vanderbilt Ave,2026-08-21T16:59:00,30,10,40
W 45 St & 6 Ave,2026-08-21T16:59:00,29,6,35
W 21 St and 6 Ave,2026-08-21T16:59:00,18,27,45
8 Ave & W 31 St,2026-08-21T16:59:00,25,25,50
W 20 St & 11 Ave,2026-08-21T16:59:00,12,18,30
W 26 St & 8 Ave,2026-08-21T16:59:00,6,29,35
W 17 St & 8 Ave,2026-08-21T16:59:00,11,29,40
9 Ave & W 22 St,2026-08-21T16:59:00,26,4,30
broadway & e 14 st,2026-08-21T16:59:00,11,39,50
Lafayette St & E 8 St ,2026-08-21T16:59:00,11,34,45
E 17 St and Broadway,2026-08-21T16:59:00,8,32,
University Pl & E 14 St,2026-08-21T16:59:00,9,26,35
Carmine St & 6 Ave,2026-08-21T16:59:00,6,24,30
Christopher St & Greenwich St,2026-08-21T16:59:00,6,24,30
E 7 St & Avenue A,2026-08-21T16:59:00,7,28,35
West St & Chambers St,2026-08-21T16:59:00,36,9,45
South End Ave & Liberty St,2026-08-21T16:59:00,25,10,35
Vesey Pl & River Terrace,2026-08-21T16:59:00,36,4,40
Cleveland Pl & Spring St,2026-08-21T16:59:00,27,8,35
Broadway & Battery Pl,2026-08-21T16:59:00,36,4,40
1 Ave & E 68 St,2026-08-21T16:59:00,5,35,40
E 72 St & York Ave,2026-08-21T16:59:00,4,31,35
Lexington Ave & E 63 St,2026-08-21T16:59:00,7,28,35
E 75 St & 3 Ave,2026-08-21T16:59:00,3,27,30
W 41 St & 8 Ave,2026-08-21T17:59:00,26,29,55
Pershing Square North,2026-08-21T17:59:00,34,26,60
E 47 St & Park Ave,2026-08-21T17:59:00,24,16,40
broadway & w 41 st,2026-08-21T17:59:00,22,23,45
W 33 St & 7 Ave,2026-08-21T17:59:00,29,21,50
6 ave & w 33 st,2026-08-21T17:59:00,18,17,35
E 43 St & Vanderbilt Ave,2026-08-21T17:59:00,21,19,
W 45 St & 6 Ave,2026-08-21T17:59:00,21,14,35
W 21 St & 6 Ave ,2026-08-21T17:59:00,23,22,45
8 Ave & W 31 St,2026-08-21T17:59:00,26,24,50
w 20 st & 11 ave,2026-08-21T17:59:00,15,15,30
W 26 St & 8 Ave,2026-08-21T17:59:00,11,24,35
W 17 St & 8 Ave,2026-08-21T17:59:00,11,29,40
9 Ave & W 22 St,2026-08-21T17:59:00,26,4,30
Broadway & E 14 St ,2026-08-21T17:59:00,28,22,50
Lafayette St & E 8 St,2026-08-21T17:59:00,25,20,45
E 17 St & Broadway,2026-08-21T17:59:00,19,21,40
university pl & e 14 st,2026-08-21T17:59:00,22,13,35
Carmine St & 6 Ave,2026-08-21T17:59:00,16,14,
Christopher St & Greenwich St,2026-08-21T17:59:00,17,13,30
E 7 St & Avenue A,2026-08-21T17:59:00,17,18,35
West St & Chambers St,2026-08-21T17:59:00,27,18,45
South End Ave & Liberty St,2026-08-21T17:59:00,21,14,
Vesey Pl & River Terrace,2026-08-21T17:59:00,29,11,40
Cleveland Pl & Spring St,2026-08-21T17:59:00,17,18,
Broadway & Battery Pl,2026-08-21T17:59:00,32,8,40
1 Ave & E 68 St,2026-08-21T17:59:00,12,28,40
E 72 St & York Ave,2026-08-21T17:59:00,11,24,
Lexington Ave & E 63 St,2026-08-21T17:59:00,17,18,35
E 75 St & 3 Ave,2026-08-21T17:59:00,7,23,30
W 41 St & 8 Ave,2026-08-21T18:59:00,10,45,
Pershing Square North,2026-08-21T18:59:00,17,43,60
E 47 St & Park Ave,2026-08-21T18:59:00,15,25,40
Broadway & W 41 St,2026-08-21T18:59:00,8,37,45
W 33 St & 7 Ave,2026-08-21T18:59:00,18,32,50
6 Ave & W 33 St,2026-08-21T18:59:00,7,28,35
E 43 St & Vanderbilt Ave,2026-08-21T18:59:00,12,28,40
W 45 St & 6 Ave,2026-08-21T18:59:00,12,23,35
W 21 St & 6 Ave,2026-08-21T18:59:00,26,19,45
8 Ave & W 31 St,2026-08-21T18:59:00,26,24,50
W 20 St & 11 Ave,2026-08-21T18:59:00,17,13,30
W 26 St & 8 Ave,2026-08-21T18:59:00,14,21,35
W 17 St & 8 Ave,2026-08-21T18:59:00,11,29,40
9 Ave & W 22 St,2026-08-21T18:59:00,24,6,30
Broadway & E 14 St,2026-08-21T18:59:00,45,5,50
Lafayette St & E 8 St,2026-08-21T18:59:00,39,6,45
E 17 St & Broadway,2026-08-21T18:59:00,29,11,
University Pl & E 14 St,2026-08-21T18:59:00,35,0,
Carmine St & 6 Ave,2026-08-21T18:59:00,26,4,30
christopher st & greenwich st,2026-08-21T18:59:00,27,3,30
e 7 st & avenue a,2026-08-21T18:59:00,27,8,35
West  St & Chambers St,2026-08-21T18:59:00,19,26,
South End Ave & Liberty St,2026-08-21T18:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-21T18:59:00,23,17,40
Cleveland Pl & Spring St,2026-08-21T18:59:00,4,31,
Broadway & Battery Pl,2026-08-21T18:59:00,28,12,40
1 Ave & E 68 St,2026-08-21T18:59:00,20,20,40
E 72 St & York Ave,2026-08-21T18:59:00,18,17,35
Lexington Ave & E 63 St,2026-08-21T18:59:00,27,8,35
E 75 St & 3 Ave,2026-08-21T18:59:00,12,18,30
W 41 St & 8 Ave,2026-08-21T19:59:00,0,55,55
Pershing Square North,2026-08-21T19:59:00,6,54,60
E 47 St & Park Ave,2026-08-21T19:59:00,9,31,
Broadway & W 41 St,2026-08-21T19:59:00,0,45,45
W 33 St & 7 Ave,2026-08-21T19:59:00,11,39,50
6 Ave & W 33 St,2026-08-21T19:59:00,1,34,
E 43 St & Vanderbilt Ave,2026-08-21T19:59:00,6,34,40
W 45 St & 6 Ave,2026-08-21T19:59:00,7,28,35
W 21 St & 6 Ave,2026-08-21T19:59:00,29,16,45
8 Ave & W 31 St,2026-08-21T19:59:00,28,22,50
W 20 St & 11 Ave,2026-08-21T19:59:00,19,11,30
W 26 St & 8 Ave,2026-08-21T19:59:00,16,19,35
W  17 St & 8 Ave,2026-08-21T19:59:00,12,28,40
9 Ave & W 22 St,2026-08-21T19:59:00,24,6,30
Broadway & E 14 St,2026-08-21T19:59:00,50,0,50
Lafayette St & E 8 St,2026-08-21T19:59:00,45,0,45
E 17 St & Broadway,2026-08-21T19:59:00,37,3,40
University Pl & E 14 St,2026-08-21T19:59:00,35,0,
Carmine St & 6 Ave,2026-08-21T19:59:00,30,0,30
Christopher St & Greenwich St,2026-08-21T19:59:00,30,0,30
E 7 St & Avenue A,2026-08-21T19:59:00,34,1,35
West St & Chambers St,2026-08-21T19:59:00,13,32,45
South End Ave & Liberty St,2026-08-21T19:59:00,15,20,
Vesey Pl & River Terrace,2026-08-21T19:59:00,19,21,
Cleveland Pl & Spring St,2026-08-21T19:59:00,0,35,35
Broadway & Battery Pl,2026-08-21T19:59:00,26,14,40
1 Ave & E 68 St,2026-08-21T19:59:00,27,13,
E 72 St & York Ave,2026-08-21T19:59:00,24,11,35
Lexington Ave & E 63 St,2026-08-21T19:59:00,34,1,35
E 75 St & 3 Ave,2026-08-21T19:59:00,15,15,30
W 41 St & 8 Ave,2026-08-21T20:59:00,0,55,55
Pershing Square North,2026-08-21T20:59:00,7,53,60
